text,character
boom-chak,1
borden,1
borden (cont'd),1
boris,1
borodin,1
boss,1
boss man,1
bourne,1
bower (cont'd),1
bowman,1
bowman stands,1
boy,1
boy 1,1
boy 2,1
boy with hat,1
boy.,1
boy. (thinks.),1
bozo,1
brad,1
braddock,1
brandon,1
break room,0
breaker,1
brean,1
bree,1
brendan,1
brent,1
bressant,1
bressler (o.s.),1
brett,1
bretton woods,1
brewer,1
brewster residence - sitting room - interior day,0
brewster residence - sitting room - interior night,0
brian,1
brick top (cont'd),1
brigitte,1
british delegate,0
broch,1
brody,1
brody and vaughn,0
brooke,1
brooks,1
broom,1
brown,1
brubaker,1
bruce,1
brumby,1
brunette talking head,1
bruno,1
bryan,1
buchanan,1
buck,1
buckaroo banzai,1
bucky,1
bud,1
buddha,1
buddy,1
buggin' out,0
buljanoff,1
bullethead,1
burdon,1
burke,1
burke's voice,1
burnett,1
burnham,1
burns,1
bush,1
business womam,1
"but i did, and i hid her where she'll",0
but throw a little love their way,0
butch,1
butler,1
butt-head,1
buttercup,1
butterfield,1
butterfinger,1
buzz,1
by warner bros. inc.,0
bystander,1
c,1
c's prince,1
c.w.,1
c112,0
c141,0
c147,0
c179 ext. berlin streetsalexanderplatz -- dawn  c179,0
c9,0
cab driver,1
cable,1
cable guy,1
"cable, klute",1
caden,1
caden (cont'd),1
caesar,1
caesar (cont'd),1
caine 607,1
caitlin,1
cal,1
caleb.,1
calitri,1
calvin candie,1
camel,1
camera pulls back and up,0
camera switches angles to give a clear side on of thomas j,0
cameron,1
cammeron,1
cammi,1
campers,1
campfire,0
candace,1
candy,1
cannibal crowd,0
cannibal island,0
captain,1
captain america,1
captain hook,1
captain sharp,1
car,1
cara,1
card,1
card 1:,0
cardenas,1
carefully takes one of franklin's tears onto the gauze. he,0
carey,1
carl,1
carl elway,1
carla,1
carlito,1
carlos,1
carlson,1
carly,1
carmen,1
carmen (o.s.),1
carnby,1
carol,1
carole lombard,1
caroline,1
carolyn,1
carrie,1
carrie (v.o.),1
carson,1
carter,1
carter's car,0
caruso,1
carver,1
cascade brand potato chips. sea salt and vinegar flavor.,0
casey,1
cash,1
casper,1
casper lindley,1
cass,1
cass jones,1
cassandra,1
cassidy,1
cassie,1
cassius,1
castor,1
casy,1
cat,1
catherine,1
catherine (cont'd),1
cathy daitch,1
cathy long,1
cato (cont'd),1
catwoman,1
caz,1
cecil,1
cecile,1
cedar,1
ceiling superstructure,0
celeste,1
celia,1
cell phones,0
cemetery set,0
cereal,0
cerrano,1
cerrito,1
cesaire (v.o.),1
cezar,1
chad,1
chance,1
chance (cont'd),1
chang,1
channel of his radio opens with a short burst.,0
"chaos, knowing he's reached the end, closes his eyes:",0
chapin,1
chapter title appears:,1
charles,1
charles (cont'd),1
charles freck,1
charlie,1
charlie (cont'd),1
charlie (v.o.),1
charlie rose,1
charlotte,1
charly,1
chase through the village,0
chastity,1
chattar lal,1
chauffeur,1
chaz,1
chaz's voice,1
chenille,1
chenille (cont'd),1
cherie,1
cherish,1
cherokee,1
cheryl,1
chet,1
chev,1
chicharrn,1
chick,1
chico,1
chief,1
chief fireman,1
chief nyback,1
chief psychiatrist,1
chinese officer,1
chip,1
chloe,1
cholo,1
chris,1
chris (cont'd),1
christian,1
christina,1
christina (v.o.),1
christine,1
christine (v. o.),1
christof,1
christy,1
chuck,1
chuckie,1
chuckie (cont'd),1
church,1
chutney,1
cici,1
cici (cont'd),1
cinderella,1
cinderella (v.o.),1
cindy,1
cinema studio - basement - interior night,0
citrine,1
claire,1
claire (cont'd),1
claire hazel,1
clara,1
clarice,1
clark,1
clarke,1
claude,1
clay,1
clay (cont'd),1
clayton,1
clayton harding,1
cleaning man (cont'd),1
clear (o.s.),1
clementine,1
clementine (o.s.),1
clemenza,1
cleo short,1
clerk,1
clerk 2,1
click - lights out,0
click another monitor turns on.,0
cliff,1
clifford,1
clint barton,1
clive,1
clive (o.s.),1
close - julie,0
close - luther,0
close - malcolm,0
close - martin's face,0
close - nyah,0
close - student,0
close angle - kitchen door,0
close gittes,1
close on balcony floor,0
close on billboard ad,0
close on ed,0
close on graham,0
close on lisa,0
close on miguel.,0
close on ted,0
close on television,0
close on the helicopter skid,0
close on vampire lover,0
close on walter kenton.,0
close on willie,0
close shot,1
close shot - gort,0
close shot - lydia,0
close shot - melanie,0
close shot - moving - ethan in the travois - day,0
close shot hildy at phone,0
close shot ray,0
close up - a hot dog,0
close up - exercise mat,0
close up miriam,0
close up--mother sister,0
close--mookie,0
close--pino,0
closer,0
closer: hanna,0
closer: hawkeye cora,0
closeup - dave,0
closeup - eat seine,0
closeup - hildy,0
closeup - photo of butch,0
clough,1
clyde,1
cnn,0
coach,1
coach miller,1
cob,1
cobb,1
coco,1
coconut sid,1
cody,1
coffee girl,1
coffey,1
cogsworth,1
col landa,1
col. axelrod,1
col. carlton,1
col.landa,1
cole's pov,0
coleen (cont'd),1
colin,1
colin (cont'd),1
college girl,1
collins,1
colonel,1
colonel (o.s.),1
colonel al-ghazi (cont'd),1
colonel brandon,1
colt commando rifle,1
colter,1
columbus,1
comfortable.,0
cominius,1
command center - angle on the consoles,0
commandant (cont'd),1
commander,1
commentator,1
commentator (v.o.),1
commercial v.0. (cont'd),1
commissioner,1
commissioner ruddy,1
commodus,1
complicated-,0
computer,1
computer voice,1
con,1
con tinue d:,0
conan,1
concannon,1
concierge,1
connell,1
conners,1
connor,1
connor and murphy,0
conor,1
conrad,1
conrad  karen,1
constance,1
constanze,1
consuelo,1
contd:,0
continue to pan,0
continued,0
continued :,0
continued:,0
continued: (2),0
continued: (3),0
continued: (5),0
contractorscreen,1
conway,1
cook,1
cook (man),1
cookie,1
cooper,1
cooper (cont'd),1
cop,1
cop 1,1
cop 2,1
cora,1
coraline,1
coraline (cont'd),1
corey,1
corky,1
cornelius,1
cornrows,1
corny,1
cosette,1
cosmo lang,1
costa,1
costello,1
cot. axelrod,1
"cough) i was having some trouble with the shifter here. it's jammed. i,",0
coulson,1
councilor,1
counter man,1
courtney,1
cpl. harris,1
craack,1
crabtree,1
craig,1
craig and day-day,0
crane,1
crash,1
crawford,1
crazy ol' coot,0
creasy,1
credits,0
credits sequence: extreme close-ups,0
crepley's voice,1
crepsley,1
cris,1
crockett,1
cronin,1
"crosscut to.,",1
crow horse,1
crow horse (v.o.),1
crowd,1
crowd (o.s.) (cont'd),1
crowd (overlapping) mr. trout,1
cruncher (cont'd),1
crutchy,1
cruz,1
cu of delacroix and sloan,0
cu. freddie,1
cuban professor,1
cube,1
cunningham (o.s.),1
curly,1
curt,1
curtis,1
curtis (cont'd),1
customer,1
cut to,0
cut to black.,0
cut to past,0
"cut to, door of reggie's apartment... opening again...",0
cut to:,0
cut to: int. air vent - coninuous,0
cut to: int. lifeboat bay one - continuous,0
cut:,0
cute nurse,1
cute reporter,1
"cutlet into the pan, the fire shoots up.",0
cutting to close,0
cynthia,1
cypher,1
cypher merc 3,1
d,1
d'agostino,1
d'angelo,1
d) close on,0
d-minus 36 hrs,0
d.s.,0
dad,1
"dad, somebody's here",0
daddy,1
dade,1
daggett,1
daisy,1
daisy's (v.o.),1
dale,1
dale (cont'd),1
dale's voice,1
dale's workshop - parking - exterior day,0
damone,1
dan,1
dan (cont'd),1
dan white (on tv),1
dana,1
daniel,1
daniels,1
danny,1
dante,1
dapper navy guy,1
darek,1
dargus,1
daria,1
darian,1
darkman,1
darknan,1
darkness.,0
darla,1
darlene,1
darnell,1
darren,1
darren evra,1
darwin,1
darxm (vo),1
daryl,1
data,1
dave,1
dave (v.0.),1
dave wilkie (cont'd),1
david,1
david loughery,1
david's voice,1
davies,1
dawson,1
day,0
day 5,0
day-day,0
dayton-radisson ramp,0
de fravio,1
deadpool,1
deadpool (cont'd),1
deakins' eyes,1
dealer,1
dean,1
debbie,1
deborah,1
decobray,1
deep throat,1
defense table,0
deke (o.s.),1
dekker,1
delacroix,1
delfy,1
della,1
delmar,1
demarco,1
deng,1
denis (o.s.) (cont'd),1
denise,1
denise oher,1
dennis,1
dennis (cont'd),1
dentist,1
deputy,1
deputy carver,1
derek,1
derelict 1,1
derm,1
desi,1
desk clerk,1
desk nurse (on screen),1
despicable me 2 cinco ken draft 7.,0
det. gallagher (cont'd),1
detail,0
detective,1
detective atwood,1
detective harrison,1
detective sibert,1
detroit rock city,0
deutsch,0
development.,0
devereaux,1
dewart,1
dewey,1
dexter jettster,1
diana,1
diane,1
diane sawyer (on tv),1
dick van dyke,1
dickie van buren,1
dicky,1
did,1
dido,1
"died, when for extra measure-- i",0
diedrickson,1
diego,1
dietrichson,1
digger,1
dignam,1
dina,1
director,1
director josef,1
dirk,1
discuss koba.,0
disraeli,1
disraeli (o.s.),1
dissolve in,0
dissolve to,0
dissolve to her,0
dissolve to...,0
dissolve to:,0
dissolve:,0
distephmo,1
divinci,1
divinci's voice,1
dixon,1
dizzy,1
dmitri,1
doc,1
"doc looking, moving nimbly into another vestibule and car.",0
doctor,1
doctor einstein,1
doctor mathias,1
doctor parnassus,1
documentarian (o.s.),1
dode,1
dodge,1
doj receptionist,1
dollarhme,1
dolly,1
dolores,1
"dolores sits up, stunned.",0
dom paulo,1
don,1
don hewitt,1
don king,1
don't get mad at me --,0
donald,1
donkey,1
donna,1
donna (v.o.),1
donna hawthorne,1
donnie,1
donnie in terror,0
donny,1
donny astricky,1
donovan,1
donovan (cont'd),1
doorman,1
doorman (cont'd),1
doors),0
doreen,1
dorian,1
doris,1
dorky david,1
dorothea,1
dorothy,1
dorr,1
dory,1
dot,1
doug,1
doug (cont'd),1
dough-boy,1
douglas,1
down peter),1
doyle,1
dr berger,1
dr jordan,1
dr. bay (cont'd),1
dr. drake,1
dr. evil,1
dr. freeze,1
dr. harris,1
dr. hirsch,1
dr. kau,1
dr. lamott,1
dr. lecter,1
dr. parnassus,1
dr. pelligrino,1
dr. rice,1
dr. ross,1
dr. tarr,1
dr. varava,1
dr.. metzner,1
drago,1
drayton,1
dre,1
drew,1
drew (cont'd),1
driver,1
drunk scout,1
du pont,1
dude 3,1
dudley,1
duffy,1
dug,1
duke,1
duke (vo),1
dulaney,1
dulcea,1
dunbar,1
duncan,1
dunnigan,1
dunwitty,1
dustin,1
dutch,1
dwayne,1
dwight,1
dylan,1
dymshitz,1
dyson,1
e,1
"e-2 the gas chamber, empty",0
e-22 a bedroom in betty's flat,0
earl,1
early,1
earphone wearer,1
eary morning,0
easy,1
eaton,1
eckhardt,1
ed,1
ed (cont'd),1
ed (v.o.),1
eddie,1
eddy,1
edgar,1
edith (cont'd),1
edith greensly,1
editor,1
edna,1
eduardo,1
edward,1
edwardo,1
edwards,1
eep,1
eep and guy.,0
ego,1
eharmony counselor,1
el macho,1
elaine,1
eldridge,1
eleanor grant t,1
electra,1
elektra,1
elena,1
elgyn,1
eli,1
eli (cont'd),1
eli -,1
elias,1
elijah,1
elijah's voice is heard on the answering machine.,0
elinor,1
eliot,1
elise,1
elizabeth,1
elizabeth (cont'd),1
elizabeth (on tv),1
elizabeth (to david) (cont'd),1
elizabeth abbott,1
elizabeth swann,1
elkins,1
ella,1
elle,1
ellen,1
ellerby,1
ellie,1
ellis,1
elly,1
elrond,1
elsa,1
elspeth,1
elton,1
elvis,1
emil,1
emilie,1
emily,1
emma,1
emma (o.s.),1
emmet,1
emmett,1
emn (cont'd),1
empty gurney,0
endicott,1
eneral bizimungu,1
englehorn,1
enid,1
enraged wife,1
enrique,1
eorge,1
episode 1 the phantom menace,0
epps,1
epps(cont),1
eric,1
erica,1
erica (v.o.),1
erik,1
erika,1
erin,1
erin's voice,1
ernest,1
ernie,1
ernie luckman,1
ernie luckman (cont'd),1
escobar,1
escort,1
esposito,1
establishing shot of d.s. as he walks along the path.,0
estelle,1
ester,1
estevez,1
esther,1
ethan,1
ethan (os),1
etta,1
eunice,1
eva,1
evan,1
eve,1
eve (cont'd),1
evelyn,1
evening.,0
everett,1
everyone,1
evey (v.o.),1
evil ash,1
evil ed,1
evra,1
ex close-up kate's fingers,0
except time--,0
executive,1
executive 2,1
exley,1
expert,1
ext - minimart. continous.,0
ext - skeleton canyon - night,0
ext our block day,0
ext street day,0
ext. 124 bluestone rd. - the following day.,0
ext. 17th st -- dusk -- continuous,0
ext. a cityscape - establishing - day,0
ext. a field in georgia - day.,0
ext. adam's house - later,0
"ext. airlock, space station",0
ext. airport entrance street - ali,0
ext. alley - day,0
ext. alley outside nightclub - night,0
ext. army weapons compound - front gate - night,0
ext. asher house - day,0
ext. asteroid surface - cliff face armadillo,0
ext. at the well rig,0
ext. b-2 stealth bomber - same,0
ext. back alley- night (present),0
"ext. back home restaurant, strip mall parking lot - day",0
ext. backyard - day,0
ext. backyard - lunchtime,0
ext. bad neighborhood - night,0
ext. bazooko circus casino - night,0
ext. beach - day,0
ext. beach house - day,0
ext. beach parking lot - day,0
ext. beach restaurant - night,0
ext. beach. day.,0
ext. bedroom,0
ext. bel air-type estate - day,0
ext. bide-a-wile motel -- dusk,0
ext. blade's refuge - boat house - night,0
ext. bloomfield hills - detroit - day,0
ext. bookshop - day,0
ext. bottom of the slope - qualen,0
ext. brinnlitz camp - dawn,0
ext. brooklyn - jonathan's apartment - night,0
ext. brooklyn streets - day,0
ext. brownstone entryway - night,0
ext. bungalow - day,0
ext. bus stop - (day) - med. close shot,0
ext. bus stop - later that afternoon,0
ext. cab - day,0
ext. camp crystal lake - night,0
ext. carnival - night,0
ext. cato's house.,0
ext. cemetery - later that day,0
ext. central american jungle - morning,0
ext. charlotte's balcony - night,0
ext. cider house - day,0
ext. city morgue -- morning,0
ext. city park - day (next day),0
ext. city street,0
ext. city street - night,0
ext. city streets - night,0
ext. clearingbase of the hill - day,0
ext. clutter farm - sunset,0
ext. concrete parking garage,0
"ext. construction site, near caucasus mountains - day",0
"ext. coruscant, military staging area, balcony - late day",0
"ext. coruscant, republic executive building - day",0
ext. country bus stop - sunset,0
ext. countryside - day,0
ext. countryside - night (b w),0
ext. county road - day,0
ext. covs parking lot - day,0
ext. cow pasture--night,0
ext. crash ship - day,0
ext. dairy queenwoods - moments later,0
ext. dark forest - night,0
ext. darren's room - night,0
ext. dayton house - backyard - day,0
"ext. deck, laboratory -- morning",0
ext. denny's,0
ext. desert - day,0
ext. desert motel - night,0
ext. don luis's mansion - day,0
ext. dr. carter's home - minute later,0
ext. e.s.u. campus - morning,0
ext. eddie's street - day,0
ext. el cava -- moments later,0
ext. el station - phone booth - day,0
ext. elementary school. parking lot - morning,0
ext. ellis park stadium - day,0
ext. ernswiler house - day,0
ext. farmer's market - day,0
ext. federal court house steps - day,0
ext. feedlot,0
ext. fence -- night,0
ext. field - day,0
ext. field - with old joe sara,0
ext. forest glen,0
ext. fort hays - day,0
ext. forward point - jungle - day (drizzling rain),0
ext. fountain -- late afternoon,0
ext. four season's hotel - night,0
ext. freeway - matrix - dusk 95-a,0
ext. freeway - night,0
ext. front gate - van ryan estate - day,0
ext. front of home -- moments later,0
ext. funeral home - continuous,0
ext. garden - day,0
"ext. garden, guest house day",0
ext. gem and jewelry store - day,0
ext. george's garage - morning,0
ext. gideon's pawn shop - night,0
ext. glades motel - night,0
ext. gobbler's knob - dawn,0
ext. gramercy park hotel - day,0
ext. grand hotel. brighton. 1984. night.,0
ext. grant house - night,0
ext. grant park -- day,0
ext. grave site - spired hills - day,0
ext. h.m.s. dauntless - forecastle - day,0
ext. hab - day,0
"ext. hangars, resistance base - day",0
ext. helicopter - sunrise,0
ext. highway - driving - daytime,0
ext. highway - night,0
ext. highway through the smoky mountains - early morning,0
ext. highwaycornfield - day,0
ext. hillyer home - day,0
ext. hilton hotel - night,0
ext. honolulu harbor - day,0
ext. hospital complex - continuous,0
ext. hospital roof,0
ext. hospital roof - day -,0
ext. hotel - m.s.,0
ext. hotel - maze - m.s.,0
ext. hotel danbury - day,0
ext. hotel de la revolccion - night,0
ext. hyatt house hotel - wide on front - night,0
ext. inside a trench,0
ext. inside and outside the mountain - day - a little later,0
ext. institutional grounds - night,0
ext. intersection - dawn,0
ext. interstate - day,0
ext. jenny's grave,0
ext. jet car - day31,0
"ext. john doe's apartment building, front -- night",0
"ext. jud's house, rachel's pov",0
ext. jungle church - day,0
ext. karnak - same time,0
ext. kathleen's apartment - night,0
ext. kelso trailer court - neil - day,0
ext. killing ground - night,0
ext. lair of the high priestess - morning,0
ext. lake shore mansion - night,0
ext. ledge - evening,0
"ext. leper colony - pair muddy, partial hands - same",0
ext. limo - day,0
ext. lincoln center plaza - night,0
ext. liquor store - afternoon,0
ext. loft building,0
ext. london street - day,0
ext. loretta's trailer - morning,0
ext. louisiana bayou -- last night,0
"ext. luz's taco truck, moving - night",0
ext. mall - roof - antenna - night,0
ext. manor house - dusk,0
"ext. marathon, florida, beach - graham crawford - day",0
ext. marina - born to win - later,0
ext. mars - space - to establish,0
ext. melon stall. day,0
ext. mercury - night,0
ext. merlin's camp -- continuous,0
ext. metzler cement plant night,0
ext. mexico city - day,0
ext. millennium falcon - asteroid belt,0
ext. miniature golf course - night (existing footage),0
ext. missouri state highway 94 - two car caravan - night,0
ext. model a - day,0
ext. mountains - dawn,0
ext. mozart's house - vienna street - afternoon - 1780's,0
"ext. muir woods, establishing - day",0
ext. muir woodsedge of forest - moments later,0
ext. narrow side street saltzburg day,0
ext. neibolt street house - continuous,0
ext. neighborhood - night - medium shot,0
ext. neighborhood - night - semi-long shot,0
ext. neighborhood street - moments later,0
ext. new house - night,0
ext. new york brownstone - morning,0
ext. new york hotel - night,0
ext. oasis - night,0
ext. office building - day,0
ext. open desert - day,0
ext. open ocean - day,0
ext. open roads - night - title sequence,0
ext. outskirts of comanche camp - full shot - dawn light,0
ext. paper st. house - backyard - dawn,0
ext. park ave. so. 16th st. - dusk,0
ext. parkclearing - dusk,0
ext. parked lincoln - later,0
ext. phone booths,0
ext. plains of rohan - day,0
ext. pond - night,0
ext. pool - day,0
ext. porch tarp farmhouse night,0
ext. port royal - dock - day,0
ext. port royal - fort charles - day,0
ext. prairie land -- night,0
ext. prison - dawn,0
ext. prison - day,0
ext. quaint house -- day,0
ext. quarry compound - side entrance - night,0
ext. rain forest,0
"ext. randy's house, porch - moments later - night",0
ext. rapunzel's tower - daybreak,0
ext. reykjavik - later,0
ext. ring - ali - mid-round seven,0
ext. road -- texasmexico border -- night,0
ext. road fork - day,0
ext. road game 1 - night,0
ext. roberta's brownstone - day,0
ext. rocks - night,0
ext. rocky hill near broken arroyo country - day,0
ext. rough road - evening,0
ext. ruins,0
ext. russian orthodox church - front steps - night,0
ext. ryushi station - pre-dawn,0
ext. sand dunes - night,0
ext. sandlot - day - minutes later,0
ext. settlement - day,0
ext. shacko in the backo - day,0
ext. showroom - night,0
ext. side of restaurant,0
ext. sky - night,0
ext. slip road to airport - night,0
ext. soccer field. day,0
ext. southampton hospital - day,0
ext. space,0
ext. squad car,0
ext. st. mere cathedral - dusk,0
ext. state street. float,0
ext. street - day,0
ext. street - later,0
ext. street - later that day,0
ext. street - night,0
ext. street - night 188,0
ext. street - warburg - outside the farmhouse - day,0
ext. street day,0
ext. street night,0
ext. street pay phone - night,0
ext. street. day,0
ext. streets of granada - day,0
ext. streets of san francisco - day,0
ext. stret night,0
ext. strutemyers' front lawn - night,0
ext. stu's house - back yard - day,0
ext. stuyvesant town--night,0
ext. suburban street - day,0
ext. sunny suburban yard - flashback - day,0
ext. superintendent's mansion -- night,0
ext. surface of the death star,0
ext. swamp - pre-dawn,0
ext. tainot townhome - den - evening,0
"ext. tarker's mills, under the moon night",0
ext. ten-ton transfer company - front gates,0
ext. tenement building,0
ext. the band shell - night,0
ext. the block - scotty's house - day,0
ext. the bluff - later,0
"ext. the field beside the creed house, with louis",0
ext. the house - later.,0
ext. the house - night,0
ext. the island - day,0
"ext. the killing ground, cold mountain. night",0
ext. the ocean - afternoon,0
"ext. the paramount studios, bronson gate - day",0
ext. the police sedan - day,0
ext. the prescotts' front door. night,0
ext. the ranch - day,0
ext. the staircase entrance on the street,0
ext. the used car lot - (day),0
ext. toddruins - day,0
ext. top of crevice,0
ext. town - main street - day,0
ext. track - night,0
ext. trailer park - iowa - night,0
ext. train - day,0
ext. train station - night,0
ext. treasury plane crash site - close on body bag,0
ext. treehouse - night,0
ext. tri-parish fair grounds - rescue site - night,0
ext. tribeca street - evening,0
ext. tunnel nightclub - night,0
ext. twenty one club - night,0
ext. under water - night,0
ext. union wall - day,0
ext. urgent care center - day,0
ext. us attorney's office - day,0
"ext. van ryan estate, rear of main house - night",0
ext. venice - boat landing - day,0
"ext. vestibule, harvard dorm. night.",0
ext. village - alley - night,0
ext. vincent thomas bridge - night,0
ext. virginia road - day,0
ext. walkway,0
ext. warehouse - day,0
ext. washington street - day,0
ext. weathertop hollow -- night,0
ext. webster hall - night,0
ext. wedding procession - day,0
"ext. windsor castle, quadrangle - night",0
ext. windsor great park - day,0
ext. wink's compound - morning,0
ext. x bar - night,0
"ext. zammito's house, side of house -- night",0
ext. zoo - on julie crowd - late afternoon,0
ext.-martian canal,0
"ext.. nurse charlton, at the doors",0
ext.estab. a suburban neighborhood - morning,0
ext.port - day,0
ext: driveway. minutes later,0
ext: field - day - fantasy,0
exterior of clay shaw's house - new orleans(1967),0
extint. doyle's car - day,0
f,1
fabienne,1
fade in,0
fade in from white to:,0
fade in on:,0
fade in:,0
fade out,0
fade out.,0
fade out:,0
fade to black,0
fade to black.,0
fade to black:,0
fade to:,0
fade up on:,0
fait,1
faith,1
fame through to:,0
family lady a,1
fanucci,1
far across the lobby,0
far side of the bridge,0
farish,1
father,1
father brendan,1
father homeijer (cont'd),1
father janovich,1
fay,1
fbi 1,1
fbi guy,1
feature flash,0
features -,0
feldspar,1
felicia,1
felicia's voice,1
felicity (v.o.),1
felix,1
fell,1
female,1
female officer,1
female os voice,1
female2,1
fenwic,1
fergie,1
fernando,1
ferocious beast.,1
ferrie,1
ferris,1
field - dawn,0
fifield,1
filby,1
final shooting script with pink amendments - 26.03.09 31.,0
finally:,0
finch,1
fincher,1
finn,1
finn (over radio),1
finnegan (cont'd),1
fiona,1
fire marshall,1
first man,1
first teacher (bob),1
first tree,1
fish,1
fish (cont'd),1
fisher,1
fishing boat,0
five,1
flan (vo),1
flash,1
flash cut to:,0
flash on,0
flash on:,0
flashback (stock),1
flashback:,0
flemming,1
fletcher,1
fletcher .,1
flight attendant,1
flix,1
floor manager,1
flor,1
florence,1
floyd,1
flynn,1
fogell,1
foley,1
follow me down. it's a ruse...,0
food robot,1
force.,0
ford (o.s.),1
formica,1
forrest,1
forrest (v.o.),1
forward forward,0
forward...,0
fourth tour,0
fox,1
fox (cont'd),1
fran (o.s.),1
"fran, in the b.g. comes down the gangplank.",0
frances,1
francis,1
frank,1
frank sr.,1
fraud at polls,0
fred,1
freda,1
freddie,1
"freddie is gone. music starts, over the following: (",0
fredo,1
fredrick,1
freeze,1
french camper.,1
frerick,1
frida,1
frock,1
frodo,1
frodo (cont'd),1
from a leather holder. he starts toward a security door. an,0
from here on we go back and forth between aldo and hitler.,0
from here to eternity,0
from secure room video feed,0
from various angles:,0
fromm,1
front door,0
front seat,0
frost,1
fry,1
fuck me fuck me go on fuck me,0
fucking hate you,0
fucking middle,1
fucking passenger,1
fujima,1
full shot - hospital room,0
full shot - mitch,0
full shot roof,0
funboy,1
further along,0
g,1
gabe,1
gabriel,1
gabriela,1
gabriella,1
gabrielle,1
gage (cont-d),1
gaggi,1
galadriel (v.o.) (cont'd),1
gale,1
galen,1
gallo,1
galovitch's voice,1
galvin,1
gamora,1
gandhi,1
gandhi's ashram - exterior - day,0
garber,1
gardner chubb,1
gareth the doubting sheep boy,0
garrett,1
gary,1
gary (o.s.),1
garza,1
gaspar,1
gasparilla,1
gaston,1
gatekeeper,1
gaunt man,1
gavin,1
geller,1
gene,1
general grey,1
general horn,1
general northwood,1
general shot of room,0
genericgreer,1
gent turner,1
gentile boy 2,1
gentleman,1
geoffrey,1
geordi,1
george,1
george (cont'd),1
georges,1
georgie,1
gerard,1
german prisoner,1
gerty,1
ghost,1
ghost rider to mustang. bandits,0
ghosts,1
gibbons,1
gibbs,1
gideon,1
gigi,1
gil,1
giles,1
giles (o.s.),1
gill,1
gillis,1
gin,1
gina,1
gina (o.s.)(cont'd),1
ginger,1
ginny,1
girl,1
girls voice 2 (o.s.) (broken english),1
girls),0
gittes,1
"giving him looks, whispering. anthea burton nods hello.",0
glen,1
glick,1
gloria (cont.),1
gobber,1
goebbels,1
goerdeler,1
goes full throttle for almost half a mile...,0
goldberg,1
goldenrod revisions 20.10.09 5a.,0
gondorff,1
goodspeed,1
goodwin,1
goodwin (v.o.),1
goose,1
gordo (v.o.),1
gordon,1
gordon (o.s.),1
gordon gekko (cont'd),1
gordon gekko (v.o.) (cont'd),1
gordy,1
gorgeangie,1
got moves,1
gov. morris,1
government council room - interior - day,0
grace,1
grady,1
grady (off),1
grady girls,1
graham,1
graham is watching,0
gran,1
grand concourse - concourse bar - evening,0
grandfather,1
grandma,1
grandma julia,1
grandpa,1
granger,1
grant,1
grant sykes (cont'd),1
gravel,1
green,1
green revision 3507 19b.,0
greenly,1
greer,1
greg,1
gregg,1
gregor,1
gressen,1
gretchen (v.o.),1
grierson,1
grigory,1
grommet,1
groucho,1
gru,1
gru (cont'd),1
grug,1
grug (cont'd),1
guadalupe,1
guard,1
guard (cont'd),1
guard 1,1
guard 2,1
guard richard,1
guenevere,1
guests,1
guido,1
gunman three (o.s.),1
gunther,1
gurgle,1
gus,1
gus (o.s.),1
guy,1
guy in stall,1
guy lab partner,1
guys,1
guzman,1
gwen,1
gwendolyn (o.s.),1
hackman,1
hadley,1
hagen,1
haitian cabbie,1
hal,1
hal (o.s.),1
hal's face,1
hale,1
hale (o.s.),1
half-ear,1
hallenbeck,1
hallor,1
hallway,0
hallway outside workshop,0
halyna (ukrainian),1
hamilton,1
hammer,1
hammer (cont'd),1
hammond,1
han,1
hana,1
hands,1
"hands, hitting him into the two others holding guns.",0
handyman,1
hank,1
hanna,1
hanna (cont'd),1
hannah,1
hans,1
hap,1
harbor master,1
hard cut to:,0
hardy,1
harlan (v.o.),1
harland,1
harlin,1
harling mays,1
harmsway,1
harold,1
harold green (v.o.),1
harolday,1
harriet,1
harrigan,1
harris,1
harry,1
hartman,1
harvey,1
harvey (cont'd),1
harvey milk,1
hasari,1
hatchet,1
hate counselor,1
hawk,1
hawkeye,1
hawkeye's,1
hawkins,1
hayes,1
hayes (o.s.),1
haytham,1
hazel,1
hazel (v.o.),1
hctor,1
"he looks out the window, down the fire escape...",0
he's,0
head guard,1
head of ops,1
heartbeat drum into --,0
heather,1
heavenward),0
heavy duty,1
heavyset convict,1
hebrew school,1
hector,1
hedra,1
heidi,1
heidi (v.o.),1
helen,1
helen (v.o.),1
helena,1
helene,1
hellboy,1
hellboy 2 59,1
hellboy 2 72,1
hellboy 2 9,1
hellboy on tv,1
hello,0
hemingway,1
hendricks,1
henri,1
henry,1
henry (cont'd),1
henslowe,1
"her hair is like a briar,",0
her),0
herb,1
herbert,1
herndon,1
hero,1
heroine,1
herry prowse look how well your,0
herzog,1
hesketh,1
hev,1
hey clarence,1
hi,1
hi (o.s.),1
hiccup,1
hicks,1
hicks (cont'd),1
high priest,1
high school gym,0
high shot,0
hilda,1
hildy,1
hillard,1
hinshaw,1
hippolyta (v.o.),1
hippy (v.o.),1
hiroki,1
his point of view - brody's police boat,0
hoarse whisper),0
hockney,1
hog-head,1
hojo,1
hold for a moment.,0
holden,1
hollis,1
hollis (o.s.) (cont'd),1
holly,1
holmes,1
holmes (v.o.),1
holo,1
holt,1
homer,1
honey,1
honeycutt,1
honeycutt (cont'd),1
hooker,1
hooks,1
hoover,1
hopps,1
hostess,1
hotel manager,1
house--day,0
house--night,0
hub,1
hull,1
humperdinck,1
